사업장명,소재지전화,소재지전체주소,좌표정보(x),좌표정보(y)
학무태권도체육관,311-4584,대구광역시 북구 태전동 257-4번지,339255.931004,270321.90886
호산유도관,322-0101,대구광역시 북구 관음동 1364-16번지,339502.173828,271806.707604
눈높이 태권도체육관,322-5698,대구광역시 북구 읍내동 1119-1번지 (4층),339829.91036,271433.697258
청룡태권도체육관,353-8729,대구광역시 북구 노원동2가 246번지 노원보성타운 201동 302호,342053.042103,266601.164356
강호태권도,312-7080,대구광역시 북구 태전동 205-14번지 한일A(상가2층),339187.874549,269840.43436
럭키태권도체육관,325-7671,대구광역시 북구 침산동 301-7번지 (지상3층),343784.086681,266609.546558
새화랑태권도체육관,354-9245,대구광역시 북구 고성동3가 64-5번지,342920.331578,265909.658745
성무검도관,941-9727,대구광역시 북구 복현동 478-1번지,346331.818115,267335.550933
옥산체육관,425-9308,대구광역시 북구 침산동 10-13번지,344274.169273,266076.295474
월드태권도체육관,321-5148,대구광역시 북구 읍내동 1351번지,340273.190841,272329.344511
성북태권도체육관,942-8332,대구광역시 북구 산격동 794-12번지,343908.026856,267288.096392
태경태권도,321-0004,대구광역시 북구 태전동 881-3번지,339421.284861,269777.145939
유성체육관,382-5377,대구광역시 북구 검단동 887-67번지,346198.015861,268661.653604
명성태권도체육관,955-7931,대구광역시 북구 대현동 419-4번지,344800.495926,266077.435647
동남체육관,358-0849,대구광역시 북구 노원동2가 255번지,342229.633429,266428.328904
비문우슈,942-4442,대구광역시 북구 산격동 1236-10번지,345143.722287,267741.020192
침산복싱다이어트클럽,053-351-0720,"대구광역시 북구 침산동 296-1번지 건영하이츠 102동 상가2202-1,2202-2호",343629.420049,266723.230082
계명대 권스태권패밀리 태권도장,313-3137,대구광역시 북구 동천동 872번지 칠곡2차보성서한타운 상가동 301호,340439.491773,271441.238804
맥태권도체육관,383-6008,대구광역시 북구 산격동 500-1번지,345383.649328,267901.294823
마스터 송즈 태권도,321-2116,대구광역시 북구 국우동 1110-3번지 현대아파트 상가동 201호,342336.414227,273097.828373
삼영체육관,351-5929,대구광역시 북구 노원동3가 1001-4번지,341672.489517,266854.835727
강훈체육관,942-1405,대구광역시 북구 산격동 1291-22번지,345573.251217,267397.199974
경무키즈태권도예절관,326-5200,대구광역시 북구 구암동 655-4번지 미래타운 501(상가)동 303호,340241.688162,270969.098358
복현검도관,382-0082,대구광역시 북구 복현동 539-106번지,345966.073058,268211.780614
구암태권도,325-0039,대구광역시 북구 구암동 693-2번지,340190.273584,270695.289791
극동비젼 태권도,954-3367,대구광역시 북구 산격동 1232-1 2층,345051.561409,267630.561369
동평 태권도,325-1044,대구광역시 북구 동천동 922-3번지 2층,340683.569339,272085.776436
반석체육관,322-8128,대구광역시 북구 태전동 1065-2번지 상가 202호,339287.465052,271208.630961
세계로태권도장,352-6563,대구광역시 북구 침산동 431-2번지,343156.76811,266669.223001
한박회 도장,956-8421,대구광역시 북구 산격동 794-12번지,343908.026856,267288.096392
스마일태권아카데미,956-4488,대구광역시 북구 동변동 669-2번지,344591.145699,270136.280928
골드태권도장,326-4599,대구광역시 북구 태전동 1008-8번지,339875.749687,271105.439627
용인대태권스포츠,956-9477,대구광역시 북구 동변동 366번지,344852.284385,270127.286855
송암태권도체육관,311-4565,대구광역시 북구 태전동 169-2번지 상가동 202호,339201.745044,269601.26568
나라찬태권도장,323-6662,대구광역시 북구 구암동 793-8번지,341006.238399,271454.505771
문성태권도장,053-381-4277,"대구광역시 북구 검단동 887-67 유성상가 303,304호",346198.015861,268661.653604
서변좋은친구태권스쿨,956-7942,대구광역시 북구 서변동 1724번지 서변청아람아파트 108동 지하1호,344029.924271,270947.744861
힘찬태권스쿨,326-8588,대구광역시 북구 동천동 931-4번지 (지상5층),340632.982456,271887.794594
유성태권도장,382-3825,대구광역시 북구 복현동 28-2번지,346233.188252,268590.875264
한국태권도학교,956-7800,대구광역시 북구 서변동 1786번지 골든프라자 402호,344240.414301,270166.254492
성원 태권스쿨,321-5148,대구광역시 북구 읍내동 1351번지 산호한양아파트상가 301303.304호,340273.190841,272329.344511
도복소리 태권도장 1호점,951-0079,대구광역시 북구 동변동 682 유니버시아드선수촌2단지상가 224동 203호,344573.345771,269520.06103
정일제2복싱체육관,958-0977,대구광역시 북구 복현동 340-32 지하2층,346294.240226,267105.98096
용호검도관,313-2522,대구광역시 북구 태전동 881-3번지 협화맨션 지하1층 상가,339421.284861,269777.145939
베스트태권도체육관,957-7779,대구광역시 북구 대현동 270-8번지 (제경빌딩 3층),345317.902547,265838.341895
리더스태권도클럽,325-1855,대구광역시 북구 팔달동 산 12-9번지 (2층),339734.959428,267601.019979
아이원 태권도장,322-8128,대구광역시 북구 태전동 1065-2번지 상가 201호,339287.465052,271208.630961
짐앤펀,312-2606,대구광역시 북구 동천동 896-4번지 2층,340983.126865,272576.782878
영남대성광9태권도,956-8111,대구광역시 북구 복현동 429-1번지 2층,345974.828234,267242.338893
JUMP태권스포츠센타,959-8030,대구광역시 북구 동변동 697번지 유니버시아드선수촌 118동 지하1호,344791.847076,269741.98208
선진태권도,326-7988,대구광역시 북구 읍내동 1366-1번지 공작한양아파트 상가동 205호,340147.445656,271709.658988
계명대건강한태권도,325-7953,대구광역시 북구 학정동 929-1번지 2층,341387.879567,273584.927185
계명대석사 강산태권도,314-9449,대구광역시 북구 태전동 993-2번지 3층,339721.495612,271285.699873
한아름태권도,959-5523,대구광역시 북구 복현동 375-13번지,346570.209783,266956.442766
대현 태권도,952-4547,대구광역시 북구 대현동 316-1번지 (3층),344988.171256,265478.408091
123종합무술관,321-2115,대구광역시 북구 국우동 720-1번지 3층,342207.876566,273287.318216
계명대 석사 길태권도,956-1020,대구광역시 북구 대현동 316-3번지 2층,344942.26508,265486.43172
계명대럭키태권도,356-7676,대구광역시 북구 침산동 301-7번지 3층,343784.086681,266609.546558
휴먼시아태권스쿨,321-7933,대구광역시 북구 매천동 691번지 5층,339234.141164,268625.534426
JUMP태권도장,053-959-8030,대구광역시 북구 동변동 697번지 유니버시아드선수촌 118동 지하1호,344791.847076,269741.98208
동천석사 태권도,323-1950,"대구광역시 북구 동천동 950번지 화성센트럴파크 213동 204호, 205호",340766.331973,271677.739145
우슈쿵후비룡관,326-5434,대구광역시 북구 동천동 934-1번지 2층,340568.138081,271838.657088
승문태권도,311-3349,대구광역시 북구 팔달동 132-12번지 2층,339749.549461,267583.487982
태비태권도,324-4577,대구광역시 북구 국우동 1109-1번지 301호,342131.097382,273154.517513
운암타이거즈2태권도장,323-6662,대구광역시 북구 구암동 797-16번지 2층,341028.021005,271436.701934
쌍둥이 체육관,314-2255,대구광역시 북구 동천동 880-3번지 화성2차아파트 상가 105동 001호,340640.241884,271334.618333
계명대 태암 태권도,312-9048,"대구광역시 북구 태전동 532-1 201,202호",339746.983521,269847.453329
엘리트태권도예절관,323-9683,대구광역시 북구 구암동 695-1번지 동서영남아파트 107동 001호,340728.770316,271129.296804
야무진태권도,321-5148,"대구광역시 북구 읍내동 1351번지 산호한양아파트 상가동 301,303304호",340273.190841,272329.344511
윤기원 굿복싱,352-3773,대구광역시 북구 노원동1가 4-9번지 4층,342602.880263,266622.863665
태웅태권도,323-1350,대구광역시 북구 동천동 908-5번지 4층,340699.738195,272448.181638
태양종합체육관,382-1366,대구광역시 북구 검단동 1128-3번지 민들레아파트 상가2동 202호,346978.980093,269625.258658
세명태권도,311-0155,대구광역시 북구 매천동 458-1번지 2층,338955.921988,268444.190244
아이 기운찬 태권도,053-322-3777,대구광역시 북구 구암동 695-3번지 청구아파트 상가106동 제1호,340646.925437,270979.817878
슈퍼맨 태권도 & 펀 도장,286-2004,대구광역시 북구 대현동 316-1 (3층),344988.171256,265478.408091
국가대표 인더짐 코리아 태권도,312-0777,대구광역시 북구 동천동 911-6번지 6층,340890.019571,272417.989451
계명대석사 힘찬 태권도장,313-3522,"대구광역시 북구 국우동 1080 그린빌5,6단지 상가 나동 206호",341420.593871,272763.95516
대산태권도 2관,053-292-7012,대구광역시 북구 산격동 785-5 지하1층,343867.087419,267532.261822
무사멀티짐,213-1277,대구광역시 북구 동천동 906-3번지 4층,340649.654191,272516.515103
국제합기도복싱,326-5150,대구광역시 북구 동천동 915번지 화성3차아파트 119동 204호,340824.250452,271973.249974
계명대석사강산태권도,322-5777,대구광역시 북구 태전동 993-2 3층,339721.495612,271285.699873
백호태권스쿨도장,941-6154,대구광역시 북구 복현동 376-15 3층,346739.74777,266916.78756
용인대 더 파이터 복싱클럽,352-3773,대구광역시 북구 노원동1가 4-9번지 4층,342602.880263,266622.863665
베스트 태권도,321-5148,"대구광역시 북구 읍내동 1351번지 산호한양아파트 상가동 301, 303, 304호",340273.190841,272329.344511
제일태권도,358-3579,대구광역시 북구 침산동 338-14번지,343518.704887,266857.782945
한빛체육관,312-9048,대구광역시 북구 태전동 532-1번지,339746.983521,269847.453329
계명대 선인 태권도,324-0549,대구광역시 북구 구암동 688번지 (지상2층),340270.394375,270858.603703
청와대 경호무술,042-636-0553,대전광역시 서구 관저동 1400번지 301호,230590.158092,310873.389134
만년태권도,484-2520,대전광역시 서구 만년동 193번지,233561.637249,318470.085781
무림체육관,583-1337,대전광역시 서구 복수동 274-1번지 2층,233681.535181,311972.533987
오도체육관,532-9485,대전광역시 서구 내동 18-19번지,233938.339962,314748.626627
계룡검도관,042-544-3045,대전광역시 서구 관저동 1194 지층,230295.05536,311235.290927
오영석 정통 무술원,636-0553,대전광역시 서구 관저동 1400번지 301호,230590.158092,310873.389134
태권도구봉체육관,543-0003,대전광역시 서구 관저동 1121번지 3층,229900.310252,311165.844492
챔피언태권도,471-4715,대전광역시 서구 둔산동 1839번지 3층 3호,235746.834216,316765.0875
스포츠코리아,482-2078,대전광역시 서구 월평동 265번지,233760.913259,317974.637478
즐거운태권도,482-2662,대전광역시 서구 둔산동 1196번지,233911.305744,316648.597152
송암태권도장,484-8663,대전광역시 서구 월평동 222번지 한아름@상가302호,233630.682898,318130.692692
백찬인유도교실,525-7196,대전광역시 서구 변동 71-13번지,233681.371587,314386.827843
두리태권도,542-4455,대전광역시 서구 관저동 1048번지,230119.078187,311077.522936
대전정심검도관,524-0509,대전광역시 서구 도마동 24-19번지,233206.061395,313837.700604
스타일 피트니스 @ 복싱,042-525-0708,대전광역시 서구 괴정동 91-22번지 7층,234246.499887,314808.293142
MBB참태권도,042-543-6680,"대전광역시 서구 도안동 1373번지 상가동 202, 203, 204",231176.086833,312558.304799
코리아 뮤직 복싱,042-482-1992,대전광역시 서구 갈마동 268-20번지 3층,233116.457076,316960.258566
하나로태권도체육관,543-4500,대전광역시 서구 관저동 999-5번지,230225.181411,311389.790301
수미태권도,585-0134,대전광역시 서구 정림동 599번지,232792.973858,311706.73942
홍익검도관,541-0317,대전광역시 서구 정림동 629번지,232791.892918,311623.003681
목운태권도체육관,524-2375,대전광역시 서구 변동 288-8번지,233156.902879,314366.649864
선사검도관,488-7207,대전광역시 서구 만년동 158번지,233505.497379,318455.612502
승전체육관,626-3851,대전광역시 서구 용문동 275-5번지,234801.058065,315022.873852
선사체육관,472-3673,대전광역시 서구 월평동 265번지 한독빌딩 3층,233760.913259,317974.637478
용인대건양태권도,542-5007,대전광역시 서구 관저동 981번지 2층,230155.538496,311999.479506
대한태권도체육관,525-5678,대전광역시 서구 변동 33-13번지 2층,234186.421028,313852.784544
