사업장명,소재지전화,소재지전체주소
한국체대 엄지태권도,400-7968,서울특별시 송파구 문정동 139-15번지 2층
경희대 태권도 짐,413-0400,서울특별시 송파구 잠실동 19-9번지 파인애플상가 5층동 5B10~5B12호
송파 검도관,470-7156,서울특별시 송파구 송파동 174-3번지 지하1층
하늘태권도,430-5965,서울특별시 송파구 거여동 226-7번지
태권매니아,412-2214,서울특별시 송파구 삼전동 58-4번지 3층
웰리스 복싱다이어트클럽,3012-5757,서울특별시 송파구 가락동 124-8번지 예성빌딩 지층2호
백산체육관,383-0544,서울특별시 은평구 구산동 24-44번지
아이캔 태권도,407-0140,서울특별시 송파구 가락동 159-6 2층
엘리스스포츠클럽,424-2111,서울특별시 송파구 잠실동 196번지 지하2층
선비태권도,409-0285,서울특별시 송파구 장지동 841-4번지 대진플라자 4층
유명태권도,425-2428,서울특별시 송파구 석촌동 251-15번지 4층
동무관(검도),417-9886,서울특별시 송파구 잠실동 195-3번지
명지검도관,307-6999,서울특별시 은평구 응암동 714-0번지 지층
수색체육관,372-3020,서울특별시 은평구 수색동 134번지 지층
경희대태풍태권도,402-4520,서울특별시 송파구 문정동 29-3번지 3층
연세체육관,406-2709,서울특별시 송파구 가락동 175-13번지
요엘체육도장,406-2226,서울특별시 송파구 마천동 323-164번지
오주체육관,406-2709,서울특별시 송파구 오금동 152-3번지 2층
한국 체대 엄지태권도,400-7968,서울특별시 송파구 문정동 137-23번지 3층
한얼태권도장,408-2824,서울특별시 송파구 거여동 31-16번지 3층
바른석사태권도,401-2117,서울특별시 송파구 가락동 29-14번지 2층
두조프로덕션포항권투체육관,244-9773,경상북도 포항시 북구 신흥동 198-17번지
가락경희태권도장,406-8724,서울특별시 송파구 가락동 193-8번지
신태양 경희태권도,706-5544,서울특별시 용산구 서계동 237-5번지 1층
극동체육관,798-8814,서울특별시 용산구 이태원동 278-8번지 3층
P.S체육관,792-3653,서울특별시 용산구 갈월동 69-65번지 2층
충무태권도,406-9752,서울특별시 송파구 마천동 128-113번지
제일 태권도 체육관,274-7784,경상북도 포항시 북구 죽도동 611-7번지
태권마루,054-255-9982,경상북도 포항시 북구 항구동 7-22번지 2층
맹호태권도사관학교,231-0686,경상북도 포항시 북구 환호동 497-1번지
비전태권스쿨,285-1015,경상북도 포항시 남구 연일읍 괴정리 65번지
국가대표 태권도스쿨,054-291-5445,경상북도 포항시 남구 오천읍 문덕리 176-7번지 메트로플라자 203호
비룡태권도,418-9608,서울특별시 송파구 송파동 98-14번지
문덕태권도장,404-2003,서울특별시 송파구 장지동 89-10번지
용인대 한빛태권도,474-1665,서울특별시 송파구 풍납동 506-0번지 동아한가람상가2층
창룡검도관,2202-6885,서울특별시 송파구 삼전동 180-2번지
한국체육관,448-7222,서울특별시 송파구 문정동 23-3번지
용인대월드태권도장,431-1999,서울특별시 송파구 거여동 554-4번지 2층
다윗체육관,448-4892,서울특별시 송파구 문정동 150-30번지 (2층)
경희태권도체육관,794-1618,서울특별시 용산구 용산동2가 27-4번지
이태원도장,02-798-7271,서울특별시 용산구 보광동 265-807번지
한강스포츠짐,795-9333,서울특별시 용산구 이촌동 300-15번지
한국체육관,318-4395,서울특별시 용산구 후암동 115-4번지
보광태권도체육관,798-3546,서울특별시 용산구 보광동 260-12번지
태룡체육관,754-1291,서울특별시 용산구 후암동 238-11번지
한남체육관,794-9125,서울특별시 용산구 한남동 627번지
청호체육관,482-2089,서울특별시 강동구 천호동 35-22번지 2층
대성태권도,02-713-3381,서울특별시 용산구 청파동1가 205-2번지 2층
나토얀체육관,3401-6943,서울특별시 송파구 오금동 58-10번지
경희체육도장,473-4696,서울특별시 송파구 풍납동 177-23
백호태권도,2042-0105,서울특별시 송파구 삼전동 180-2번지 지하1층
한빛태권도,2646-6608,"서울특별시 양천구 신정동 327번지 목동아파트 13단지 A상가 213, 214호"
포항유도관,251-6565,경상북도 포항시 북구 장성동 59B 2L
태극무관,247-2983,경상북도 포항시 북구 두호동 604번지
경희대태권도교실,274-3110,경상북도 포항시 남구 대도동 10-25번지
학사체육관,272-4653,경상북도 포항시 남구 이동 24B 5L
정일우수체육관,283-9708,경상북도 포항시 남구 해도동 493-44번지
일진검도관,2928844,경상북도 포항시 남구 오천읍 구정리 63-5번지
강한 태권도,6338-7338,서울특별시 중랑구 상봉동 286-20번지
현대체육관,471-7774,서울특별시 송파구 풍납동 87-16번지
태권도아성태권도장,413-4272,서울특별시 송파구 잠실동 316-6번지
용문체육관,308-1714,서울특별시 은평구 증산동 185-23번지
수색체육관,374-8211,서울특별시 은평구 수색동 131-1번지 지층동
백두검도관,303-1385,서울특별시 은평구 신사동 39-3번지 3층
월드태권도,358-5959,서울특별시 은평구 신사동 7-15번지 3층
한류회 경희대불광태권도,355-8091,서울특별시 은평구 불광동 87-10 3층
연신호키태권도,357-2030,서울특별시 은평구 불광동 90-62번지
무성체육관,358-6772,서울특별시 은평구 신사동 13-10번지 지층
신성태권도,302-9583,서울특별시 은평구 수색동 106-1번지
현대태권도,306-4142,서울특별시 은평구 응암동 600-2번지
경희체육관,386-0389,서울특별시 은평구 역촌동 70-34번지
가락태권도장,416-3040,서울특별시 송파구 석촌동 253-7번지
전광수유도교실,292-3092,경상북도 포항시 남구 오천읍 구정리 70-2번지 오천상가3-1
이강문태권도교실,249-7999,경상북도 포항시 북구 장성동 1365-5번지
일등태권도장,232-1333,경상북도 포항시 북구 두호동 1078번지
K힐링 태권도 교육관,054-25-8181,경상북도 포항시 북구 장성동 1365-2번지
이정민 태권스쿨,054-275-0016,경상북도 포항시 남구 해도동 436-5번지 2층
연일검도관,285-9851,경상북도 포항시 남구 연일읍 동문리 339번지 연일중앙상가 가동
무림체육관,285-6019,경상북도 포항시 남구 연일읍 동문리 337-1번지
정규일체육관,256-9551,경상북도 포항시 북구 두호동 1035-5번지
연세비룡태권도센타,256-3789,경상북도 포항시 북구 창포동 616-20번지
해동체육관,375-7595,서울특별시 은평구 응암동 697-14번지 2층
대호경희체육관,357-3104,서울특별시 은평구 불광동 242-14번지
국일검도관,247-2612,경상북도 포항시 북구 남빈동 413-7번지
연세으뜸태권도체육관,248-3426,경상북도 포항시 북구 학산동 192-6번지
제철태권도,054)282-5936,경상북도 포항시 남구 효자동 253-108번지
삼일해병대태권도,2602-0244,서울특별시 양천구 신월동 145-1번지 2층
3PM복싱앤휘트니스,875-1282,경기도 의정부시 신곡동 720-5
하안 검도관,805-2235,경기도 광명시 하안동 54-1번지 한진빌딩 지하1층
프로 스크린골프,323-9141,경기도 부천시 상동 533-3번지 아트프라자 201호
금빛 나래 태권도장,032-562-7982,인천광역시 서구 청라동 157-1 더스페이스타워
강무관합기도,031-572-7989,경기도 남양주시 퇴계원읍 퇴계원리 267-4 동신빌딩
영웅 합기도,043-846-4624,충청북도 충주시 호암동 159
충효예무술관,031-266-2007,경기도 용인시 수지구 상현동 30번지 성원상떼빌아파트 상가2동
합기도산무관,055)673-4414,경상남도 고성군 고성읍 서외리 164-4 도마1층
최강합기도,055-312-0515,경상남도 김해시 삼방동 270-4 3층
무인관,053-313-0036,대구광역시 북구 태전동 532-6
국제연맹합기도 태균정도관,032-525-7309,인천광역시 부평구 갈산동 367-4 상산빌딩
흑룡체육관,041-736-9044,충청남도 논산시 내동 1085
백양검도관,051-917-1255,부산광역시 북구 구포동 1235-10
흑추관 합기도 경인도장,032-517-1096,인천광역시 부평구 부평동 10-878
합기도 태무관(월랑도장),064-712-9360,제주특별자치도 제주시 노형동 1035-19
무룡합기도,053-959-8969,대구광역시 북구 복현동 200-1
대경 합기도,053-326-8813,대구광역시 북구 국우동 1108-6
임채동 복싱클럽,02-561-7707,서울특별시 강남구 역삼동 748-16 젠텍타워
킴스아카데미태권도장,055-337-4979,경상남도 김해시 삼계동 1410-2 분성마을5단지푸르지오아파트 상가동 209~210호
양산복싱이종격투기,055-385-5553,경상남도 양산시 북부동 446-5 이영숙Bouti Que 4층
합기도 대한연무관,041-544-5853,충청남도 아산시 용화동 698
호림합기도,02-2212-3003,서울특별시 동대문구 답십리동 97-15 센타빌딩
개봉합기도체육관,02-2687-4242,서울특별시 구로구 개봉동 403-95
화랑합기도,032-674-6767,경기도 부천시 원종동 232-3
한얼합기도,02-2686-0940,경기도 광명시 광명동 106-7
송정체육관,062-942-7754,광주광역시 광산구 송정동 260-1
초록태권스쿨,042-583-3633,대전광역시 서구 복수동 459번지 1층
강호국화태권도장,042-486-3363,대전광역시 서구 둔산동 1809번지 국화아파트 유치원동 지하 102호
용인대석사태권도,524-8285,대전광역시 서구 갈마동 1426번지 3층
강호태권도장,042-544-9911,대전광역시 서구 관저동 1112번지 3층
둔산5태권도,488-5515,대전광역시 서구 탄방동 689번지 산호(아)상가3층304호
삼성경희태권도,525-1977,대전광역시 서구 괴정동 418번지 한신상가(403호)
인파이터,042-532-2000,대전광역시 서구 만년동 297번지
신탄진 홍복싱K-1클럽,934-7767,대전광역시 대덕구 신탄진동 117-39번지 드림빌딩 B01호
비룡태권도2관,631-3130,대전광역시 대덕구 법동 209-1번지 2층
한마음태권도체육관,635-3876,대전광역시 대덕구 법동 191-1번지 보람코아 306호
용전검도관,626-4577,대전광역시 대덕구 중리동 243-32번지
명덕검도원,621-7923,대전광역시 대덕구 비래동 151-4번지
예도검도관,635-1054,대전광역시 대덕구 법동 193-4번지
유도클럽상무관,623-6717,대전광역시 대덕구 법동 203-10번지
기공태주권무술원,636-3689,대전광역시 대덕구 비래동 149-28번지
한겨례태권도체육관,626-5885,대전광역시 대덕구 법동 344-12번지
도산체육관,636-3797,대전광역시 대덕구 오정동 61-8번지
태권119,626-1190,대전광역시 대덕구 송촌동 460-5번지 광혜빌딩 402호
대청종합체육관,931-1306,대전광역시 대덕구 석봉동 306-41
신탄진검도관,931-6133,대전광역시 대덕구 덕암동 60-5번지
태권도통신체육관,636-5775,대전광역시 대덕구 비래동 130-9번지
대한검도회 이영노 검도교실,633-1916,대전광역시 대덕구 중리동 179-9번지
백호태권도체육관,935-6460,대전광역시 대덕구 석봉동 306-5번지 2층
동대전태권도,631-3343,대전광역시 대덕구 비래동 151-4번지
용인대 국가대표 태권도,042-624-4641,대전광역시 대덕구 비래동 130-9번지
전국태권도체육관,042-621-0061,대전광역시 대덕구 송촌동 459-7번지 선비Q랜드 701호
천하체육관,631-6995,대전광역시 대덕구 중리동 241-14번지
대한충무유도관(유도),042-673-1902,대전광역시 동구 신안동 229-9번지
충무검도원,271-0040,대전광역시 동구 판암동 297번지 5층 501호
화랑체육관(태권도),042-284-7083,대전광역시 동구 용운동 304-9번지
용전체육관(태권도),042-626-2760,대전광역시 동구 용전동 134-5번지
세계태권도(태권도),042-253-7173,대전광역시 동구 중동 1-37번지
자양체육관(태권도),042-622-1185,대전광역시 동구 대동 402-37번지
대전영웅태권도장,634-3232,대전광역시 동구 삼성동 321-1번지
중정키드짱 태권도장,042-282-5496,대전광역시 동구 대동 54-1번지
대전중앙검도관,042-623-4913,대전광역시 동구 가양동 394-1번지
영광체육관(태권도),042-285-3100,대전광역시 동구 판암동 678-28번지
석원태권도,042-634-0012,대전광역시 동구 용전동 181-1번지
용전검도관,042-625-4577,대전광역시 동구 용전동 166-7번지
청솔2관 태권도,042-282-1531,대전광역시 동구 대동 199-4번지
청솔3 태권도,042-283-7208,대전광역시 동구 판암동 231-1번지
인파인터,042-223-1761,대전광역시 동구 원동 60-4번지
은어송영광태권도,042-272-5959,대전광역시 동구 가오동 354번지
우송체육관(태권도),042-627-2333,대전광역시 동구 자양동 198-38번지
태화무예원(태권도),042-633-7557,대전광역시 동구 대동 402-14번지
